=== lm_v3_chunked (2-block, chunked sampling from full optim.rail) ===
corpus chars=10901  vocab size=94
corpus encoded to arr (10901 ids)
seq_len=512  max offset=10388
[tgl_init] dylib=$HOME/projects/rail/tools/metal/libtensor_gpu.dylib src_path=$HOME/projects/rail/tools/metal/tensor_gpu.metal
[tgl_init] OK — 38 functions
initial loss (on one sampled chunk)=8.62960223571262  uniform=4.54329478227
training 10000 steps...
step 3095  lr=0.0158134863637087  loss=2.82794210507028
step 3096  lr=0.0158109040799049  loss=2.34443347730756
step 3097  lr=0.0158083212109432  loss=3.04032688473549
step 3098  lr=0.0158057377570837  loss=2.85658641233912
step 3099  lr=0.0158031537185865  loss=1.81476440846161
step 3100  lr=0.015800569095712  loss=2.87751064887813
step 3101  lr=0.0157979838887203  loss=1.95914292078305
step 3102  lr=0.0157953980978717  loss=2.26399906713746
step 3103  lr=0.0157928117234268  loss=1.98239981137345
step 3104  lr=0.0157902247656458  loss=1.95253350260507
step 3105  lr=0.0157876372247894  loss=3.09638133594159
step 3106  lr=0.0157850491011181  loss=2.93231243562218
step 3107  lr=0.0157824603948925  loss=2.9089878310568
step 3108  lr=0.0157798711063733  loss=1.97811220661794
step 3109  lr=0.0157772812358212  loss=2.97050689279073
step 3110  lr=0.0157746907834971  loss=2.21833553683552
step 3111  lr=0.0157720997496617  loss=3.18184261604261
step 3112  lr=0.0157695081345761  loss=1.90246809482322
step 3113  lr=0.0157669159385012  loss=2.05179898683137
step 3114  lr=0.0157643231616979  loss=2.27076370048024
step 3115  lr=0.0157617298044275  loss=1.78563807843086
step 3116  lr=0.0157591358669511  loss=3.1992309993144
step 3117  lr=0.0157565413495298  loss=2.74645655747988
step 3118  lr=0.015753946252425  loss=1.89156057454029
step 3119  lr=0.015751350575898  loss=2.0654969189202
step 3120  lr=0.0157487543202101  loss=1.8347871318881
step 3121  lr=0.0157461574856228  loss=2.73410708237101
step 3122  lr=0.0157435600723976  loss=1.9944562417457
step 3123  lr=0.015740962080796  loss=1.88788780142451
step 3124  lr=0.0157383635110798  loss=2.41281124327223
step 3125  lr=0.0157357643635105  loss=2.73321065216915
step 3126  lr=0.0157331646383498  loss=2.68864373785867
step 3127  lr=0.0157305643358597  loss=1.86634075662304
step 3128  lr=0.0157279634563019  loss=2.02639150928848
step 3129  lr=0.0157253619999383  loss=3.00234611445051
step 3130  lr=0.0157227599670309  loss=3.08891472186371
step 3131  lr=0.0157201573578417  loss=3.02947726289663
step 3132  lr=0.0157175541726329  loss=3.12770408528577
step 3133  lr=0.0157149504116665  loss=1.93772125277467
step 3134  lr=0.0157123460752048  loss=1.85644464456614
step 3135  lr=0.0157097411635099  loss=1.87187762317755
step 3136  lr=0.0157071356768443  loss=2.89761992832734
step 3137  lr=0.0157045296154703  loss=2.8544789017683
step 3138  lr=0.0157019229796503  loss=2.67490827319984
step 3139  lr=0.0156993157696468  loss=2.92473587028441
step 3140  lr=0.0156967079857224  loss=2.50152974127457
step 3141  lr=0.0156940996281396  loss=2.80934834473857
step 3142  lr=0.0156914906971612  loss=2.38079552361302
step 3143  lr=0.0156888811930498  loss=2.93951566071707
step 3144  lr=0.0156862711160682  loss=1.89449889251314
step 3145  lr=0.0156836604664793  loss=2.44795521487118
step 3146  lr=0.0156810492445459  loss=2.23384874273553
step 3147  lr=0.015678437450531  loss=2.91829988564404
step 3148  lr=0.0156758250846976  loss=3.12388115664986
step 3149  lr=0.0156732121473088  loss=2.70188887113678
step 3150  lr=0.0156705986386277  loss=1.99775751545236
step 3151  lr=0.0156679845589175  loss=2.63242486458828
step 3152  lr=0.0156653699084413  loss=3.14790006158113
step 3153  lr=0.0156627546874626  loss=2.81911469373782
step 3154  lr=0.0156601388962446  loss=2.57196903521991
step 3155  lr=0.0156575225350508  loss=1.89337475356222
step 3156  lr=0.0156549056041447  loss=2.94220189768752
step 3157  lr=0.0156522881037896  loss=3.23054327436076
step 3158  lr=0.0156496700342494  loss=1.7855443266652
step 3159  lr=0.0156470513957875  loss=1.93205086161775
step 3160  lr=0.0156444321886677  loss=2.88055125228579
step 3161  lr=0.0156418124131537  loss=2.91934440958115
step 3162  lr=0.0156391920695094  loss=2.6354007125422
step 3163  lr=0.0156365711579986  loss=1.87733752998099
step 3164  lr=0.0156339496788852  loss=1.79904100500019
step 3165  lr=0.0156313276324332  loss=1.84938615079474
step 3166  lr=0.0156287050189068  loss=1.86863670816184
step 3167  lr=0.0156260818385698  loss=2.18269997806229
step 3168  lr=0.0156234580916866  loss=3.22882563296406
step 3169  lr=0.0156208337785213  loss=2.15815767634852
step 3170  lr=0.0156182088993382  loss=3.26675958422082
step 3171  lr=0.0156155834544016  loss=3.21826207958736
step 3172  lr=0.0156129574439759  loss=3.32172136692489
step 3173  lr=0.0156103308683256  loss=2.49488543280705
step 3174  lr=0.0156077037277151  loss=2.75494900485925
step 3175  lr=0.0156050760224089  loss=2.57476522850816
step 3176  lr=0.0156024477526718  loss=2.35020114823401
step 3177  lr=0.0155998189187684  loss=2.2125876667916
step 3178  lr=0.0155971895209633  loss=2.14414598291281
step 3179  lr=0.0155945595595214  loss=2.2378866353077
step 3180  lr=0.0155919290347075  loss=1.62182806664957
step 3181  lr=0.0155892979467865  loss=2.76084093091742
step 3182  lr=0.0155866662960233  loss=3.03308016008936
step 3183  lr=0.015584034082683  loss=3.03474940683703
step 3184  lr=0.0155814013070306  loss=1.98589634756614
step 3185  lr=0.0155787679693313  loss=2.81803062640448
step 3186  lr=0.0155761340698502  loss=3.02486300492047
step 3187  lr=0.0155734996088525  loss=2.26227535628569
step 3188  lr=0.0155708645866036  loss=1.8525875164375
step 3189  lr=0.0155682290033688  loss=2.28851926390512
step 3190  lr=0.0155655928594134  loss=2.18636073385243
step 3191  lr=0.015562956155003  loss=2.19214217013549
step 3192  lr=0.0155603188904031  loss=2.77698115505095
step 3193  lr=0.0155576810658792  loss=2.86903284088752
step 3194  lr=0.015555042681697  loss=2.33053948522595
step 3195  lr=0.0155524037381222  loss=1.9382311578281
step 3196  lr=0.0155497642354204  loss=2.05555976250656
step 3197  lr=0.0155471241738575  loss=2.29118427212072
step 3198  lr=0.0155444835536994  loss=2.05187259573297
step 3199  lr=0.0155418423752119  loss=2.98998525442789
step 3200  lr=0.0155392006386611  loss=2.1769677863117
step 3201  lr=0.0155365583443129  loss=2.13907815537939
step 3202  lr=0.0155339154924334  loss=2.1045123750636
step 3203  lr=0.0155312720832888  loss=2.94777734127126
step 3204  lr=0.0155286281171453  loss=3.0454566345703
step 3205  lr=0.015525983594269  loss=2.92582312474563
step 3206  lr=0.0155233385149264  loss=2.72107211366051
step 3207  lr=0.0155206928793837  loss=3.07819764666055
step 3208  lr=0.0155180466879074  loss=2.1225869562095
step 3209  lr=0.0155153999407639  loss=1.98689907735106
step 3210  lr=0.0155127526382198  loss=2.10581487232118
step 3211  lr=0.0155101047805417  loss=2.07911976665308
step 3212  lr=0.0155074563679962  loss=2.39171557977078
step 3213  lr=0.01550480740085  loss=2.96997502350947
step 3214  lr=0.0155021578793698  loss=2.98386611910402
step 3215  lr=0.0154995078038224  loss=3.28116600153688
step 3216  lr=0.0154968571744748  loss=3.20460629998287
step 3217  lr=0.0154942059915938  loss=2.41236990439137
step 3218  lr=0.0154915542554465  loss=2.95238971607073
step 3219  lr=0.0154889019662997  loss=1.99427153808412
step 3220  lr=0.0154862491244207  loss=1.89781565556784
step 3221  lr=0.0154835957300765  loss=2.05302038727264
step 3222  lr=0.0154809417835344  loss=2.93214904265672
step 3223  lr=0.0154782872850617  loss=2.03447770273337
step 3224  lr=0.0154756322349255  loss=1.92215926917112
step 3225  lr=0.0154729766333933  loss=2.24609442879886
step 3226  lr=0.0154703204807325  loss=1.93054148960413
step 3227  lr=0.0154676637772106  loss=2.88986309658445
step 3228  lr=0.0154650065230952  loss=3.06819833373948
step 3229  lr=0.0154623487186537  loss=2.52973072105858
step 3230  lr=0.0154596903641538  loss=2.12760459277605
step 3231  lr=0.0154570314598633  loss=2.757027455697
step 3232  lr=0.0154543720060498  loss=2.90806164944204
step 3233  lr=0.0154517120029812  loss=2.81699506341731
step 3234  lr=0.0154490514509254  loss=2.01047691341311
step 3235  lr=0.0154463903501503  loss=3.2346416778519
step 3236  lr=0.0154437287009238  loss=1.43951408517646
step 3237  lr=0.0154410665035139  loss=2.81593304059044
step 3238  lr=0.0154384037581888  loss=2.05724569393783
step 3239  lr=0.0154357404652166  loss=2.60682484373188
step 3240  lr=0.0154330766248655  loss=2.03182964050126
step 3241  lr=0.0154304122374038  loss=2.02354059288747
step 3242  lr=0.0154277473030996  loss=2.85764589929038
step 3243  lr=0.0154250818222215  loss=2.983249002942
step 3244  lr=0.0154224157950377  loss=1.98204465819115
step 3245  lr=0.0154197492218169  loss=2.78021171403096
step 3246  lr=0.0154170821028274  loss=2.08910205649441
step 3247  lr=0.0154144144383379  loss=2.73451777749256
step 3248  lr=0.0154117462286171  loss=2.2296503877833
step 3249  lr=0.0154090774739335  loss=2.03724189432427
step 3250  lr=0.015406408174556  loss=1.92102153496618
step 3251  lr=0.0154037383307533  loss=2.29806944413578
step 3252  lr=0.0154010679427943  loss=2.23419677154966
step 3253  lr=0.015398397010948  loss=2.75255452332982
step 3254  lr=0.0153957255354832  loss=1.8961574391144
step 3255  lr=0.015393053516669  loss=2.50402026962603
step 3256  lr=0.0153903809547744  loss=2.89142773684955
step 3257  lr=0.0153877078500686  loss=2.03463855700507
step 3258  lr=0.0153850342028208  loss=2.84782807250921
step 3259  lr=0.0153823600133002  loss=2.25852193750472
step 3260  lr=0.0153796852817761  loss=2.34810798585371
step 3261  lr=0.0153770100085179  loss=2.73575940534682
step 3262  lr=0.0153743341937948  loss=1.86393541496704
step 3263  lr=0.0153716578378765  loss=2.07228947232567
step 3264  lr=0.0153689809410324  loss=2.28287680820583
step 3265  lr=0.015366303503532  loss=3.1181570637455
step 3266  lr=0.015363625525645  loss=2.94580874768778
step 3267  lr=0.0153609470076411  loss=3.16899540415383
step 3268  lr=0.01535826794979  loss=3.1230420753569
step 3269  lr=0.0153555883523614  loss=2.92475438087122
step 3270  lr=0.0153529082156252  loss=2.07146704479141
step 3271  lr=0.0153502275398513  loss=1.8202938929217
step 3272  lr=0.0153475463253097  loss=2.97645400361342
step 3273  lr=0.0153448645722703  loss=1.94130787375053
step 3274  lr=0.0153421822810031  loss=2.00763335606467
step 3275  lr=0.0153394994517784  loss=2.87988415300064
step 3276  lr=0.0153368160848662  loss=2.82698056825982
step 3277  lr=0.0153341321805367  loss=2.32575715173037
step 3278  lr=0.0153314477390603  loss=1.97230935602599
step 3279  lr=0.0153287627607073  loss=2.83319223018898
step 3280  lr=0.015326077245748  loss=2.93902647913125
step 3281  lr=0.0153233911944529  loss=2.00205733521296
step 3282  lr=0.0153207046070924  loss=1.39153665632303
step 3283  lr=0.0153180174839371  loss=2.6922032511035
step 3284  lr=0.0153153298252576  loss=2.96981684231267
step 3285  lr=0.0153126416313245  loss=1.49524381331025
step 3286  lr=0.0153099529024086  loss=2.76790618558458
step 3287  lr=0.0153072636387805  loss=2.38703694047321
step 3288  lr=0.0153045738407112  loss=3.31347103972283
step 3289  lr=0.0153018835084714  loss=3.00326272623064
step 3290  lr=0.0152991926423321  loss=3.17071643283536
step 3291  lr=0.0152965012425642  loss=2.55537022049452
step 3292  lr=0.0152938093094388  loss=3.16747652844367
step 3293  lr=0.0152911168432269  loss=1.85565541064151
step 3294  lr=0.0152884238441997  loss=1.9646596334133
step 3295  lr=0.0152857303126284  loss=3.07790529338886
step 3296  lr=0.0152830362487842  loss=2.83827466394856
step 3297  lr=0.0152803416529384  loss=2.33866537893972
step 3298  lr=0.0152776465253623  loss=2.95503210241758
step 3299  lr=0.0152749508663274  loss=2.23791297668392
step 3300  lr=0.015272254676105  loss=3.03471548901506
step 3301  lr=0.0152695579549668  loss=2.15285102444289
step 3302  lr=0.0152668607031842  loss=3.20025266872316
step 3303  lr=0.0152641629210289  loss=2.76300329710465
step 3304  lr=0.0152614646087725  loss=2.97687353908705
step 3305  lr=0.0152587657666868  loss=1.94209422958146
step 3306  lr=0.0152560663950435  loss=2.83009750120924
step 3307  lr=0.0152533664941144  loss=2.98753439168567
step 3308  lr=0.0152506660641715  loss=2.97397631219801
step 3309  lr=0.0152479651054867  loss=2.89415509423292
step 3310  lr=0.0152452636183319  loss=3.05389370650699
step 3311  lr=0.0152425616029793  loss=1.91117397750263
step 3312  lr=0.0152398590597008  loss=2.89892396480298
step 3313  lr=0.0152371559887686  loss=2.91892656253431
step 3314  lr=0.015234452390455  loss=1.80172620314108
step 3315  lr=0.0152317482650322  loss=2.20873142405023
step 3316  lr=0.0152290436127725  loss=1.38606102404255
step 3317  lr=0.0152263384339482  loss=1.97251536233485
step 3318  lr=0.0152236327288318  loss=1.89444489658454
step 3319  lr=0.0152209264976957  loss=3.13696994376542
step 3320  lr=0.0152182197408125  loss=2.77079176296225
step 3321  lr=0.0152155124584546  loss=1.91227939588895
step 3322  lr=0.0152128046508948  loss=1.97188053528657
step 3323  lr=0.0152100963184058  loss=1.98261335118853
step 3324  lr=0.0152073874612601  loss=2.70132866616297
step 3325  lr=0.0152046780797307  loss=2.25604790774116
step 3326  lr=0.0152019681740904  loss=2.69523402848397
step 3327  lr=0.015199257744612  loss=2.30243615775819
step 3328  lr=0.0151965467915685  loss=3.39261348329463
step 3329  lr=0.0151938353152328  loss=3.40397029176501
step 3330  lr=0.0151911233158781  loss=2.81331422234478
step 3331  lr=0.0151884107937774  loss=3.00977492254217
step 3332  lr=0.0151856977492039  loss=1.98769102237484
step 3333  lr=0.0151829841824308  loss=2.08798143987824
step 3334  lr=0.0151802700937313  loss=1.88095590555301
step 3335  lr=0.0151775554833788  loss=1.92539595451454
step 3336  lr=0.0151748403516465  loss=2.39077565320946
step 3337  lr=0.015172124698808  loss=2.03060887675
step 3338  lr=0.0151694085251366  loss=2.96991710636812
step 3339  lr=0.015166691830906  loss=2.83544554217867
step 3340  lr=0.0151639746163896  loss=1.87469452300179
step 3341  lr=0.0151612568818611  loss=3.01673974473592
step 3342  lr=0.0151585386275943  loss=3.30244393093912
step 3343  lr=0.0151558198538627  loss=2.59920817985434
step 3344  lr=0.0151531005609401  loss=1.97328690012943
step 3345  lr=0.0151503807491005  loss=1.94880539956691
step 3346  lr=0.0151476604186177  loss=1.91504158588933
step 3347  lr=0.0151449395697657  loss=2.91232735067126
step 3348  lr=0.0151422182028183  loss=2.90598838532757
step 3349  lr=0.0151394963180498  loss=2.00415717114923
step 3350  lr=0.0151367739157341  loss=2.35872727518228
step 3351  lr=0.0151340509961454  loss=3.05146526433136
step 3352  lr=0.0151313275595579  loss=2.77077123692833
step 3353  lr=0.0151286036062458  loss=2.39066093749811
step 3354  lr=0.0151258791364835  loss=2.93041751292763
step 3355  lr=0.0151231541505454  loss=2.82091973164923
step 3356  lr=0.0151204286487057  loss=1.94702998987028
step 3357  lr=0.015117702631239  loss=2.00298514547222
step 3358  lr=0.0151149760984198  loss=2.97975107041075
step 3359  lr=0.0151122490505227  loss=2.87356148805733
step 3360  lr=0.0151095214878222  loss=2.95555196521457
step 3361  lr=0.015106793410593  loss=2.96708719844889
step 3362  lr=0.0151040648191099  loss=2.79253682544927
step 3363  lr=0.0151013357136476  loss=1.96907233048914
step 3364  lr=0.0150986060944809  loss=1.4170485565768
step 3365  lr=0.0150958759618848  loss=1.95933989886746
step 3366  lr=0.015093145316134  loss=2.99155604950416
step 3367  lr=0.0150904141575037  loss=3.00508341117918
step 3368  lr=0.0150876824862688  loss=1.97567330369209
step 3369  lr=0.0150849503027044  loss=2.13210350783119
step 3370  lr=0.0150822176070857  loss=3.08631119758007
step 3371  lr=0.0150794843996878  loss=1.90495698002995
step 3372  lr=0.0150767506807859  loss=2.86278064678026
step 3373  lr=0.0150740164506554  loss=1.94420624459137
step 3374  lr=0.0150712817095716  loss=2.26229832327759
step 3375  lr=0.0150685464578098  loss=2.90527239744482
step 3376  lr=0.0150658106956456  loss=2.79908887492876
step 3377  lr=0.0150630744233543  loss=2.78234434595718
step 3378  lr=0.0150603376412116  loss=2.11438573333411
step 3379  lr=0.0150576003494931  loss=1.92936473011204
step 3380  lr=0.0150548625484743  loss=1.82720507821936
step 3381  lr=0.015052124238431  loss=1.93164136836596
step 3382  lr=0.0150493854196389  loss=1.48544487442265
step 3383  lr=0.0150466460923739  loss=2.85752528370233
step 3384  lr=0.0150439062569117  loss=2.53826009320715
step 3385  lr=0.0150411659135283  loss=1.89534160158484
step 3386  lr=0.0150384250624997  loss=2.91854930765013
step 3387  lr=0.0150356837041017  loss=2.12594320556457
step 3388  lr=0.0150329418386106  loss=2.11374714063133
step 3389  lr=0.0150301994663024  loss=1.91237236301804
step 3390  lr=0.0150274565874532  loss=1.83060672398392
step 3391  lr=0.0150247132023392  loss=2.91364278924638
step 3392  lr=0.0150219693112368  loss=3.1229955087198
step 3393  lr=0.0150192249144222  loss=2.51021144603038
step 3394  lr=0.0150164800121718  loss=2.25274191514943
step 3395  lr=0.015013734604762  loss=1.97398068528865
step 3396  lr=0.0150109886924693  loss=2.69952760389949
step 3397  lr=0.0150082422755701  loss=2.71461696122956
step 3398  lr=0.0150054953543411  loss=2.365414520985
step 3399  lr=0.0150027479290588  loss=2.77827124390116
step 3400  lr=0.015  loss=2.85322926278587
step 3401  lr=0.0149972515674413  loss=2.87891319544792
step 3402  lr=0.0149945026316595  loss=2.46545882510133
step 3403  lr=0.0149917531929314  loss=2.2427558778265
step 3404  lr=0.0149890032515339  loss=2.38626152226139
step 3405  lr=0.0149862528077439  loss=3.28212344818127
step 3406  lr=0.0149835018618384  loss=1.90700823113675
step 3407  lr=0.0149807504140944  loss=2.40411435846408
step 3408  lr=0.014977998464789  loss=2.89442293395801
step 3409  lr=0.0149752460141992  loss=3.17241589352547
step 3410  lr=0.0149724930626024  loss=2.60175190416335
step 3411  lr=0.0149697396102756  loss=3.19244027073292
step 3412  lr=0.0149669856574961  loss=3.19976459753619
step 3413  lr=0.0149642312045414  loss=3.10823589110072
step 3414  lr=0.0149614762516886  loss=2.20577702722602
step 3415  lr=0.0149587207992154  loss=1.98914885991332
step 3416  lr=0.0149559648473991  loss=2.62081164214452
step 3417  lr=0.0149532083965173  loss=2.0813852687071
step 3418  lr=0.0149504514468476  loss=1.97572497897102
step 3419  lr=0.0149476939986675  loss=2.03603169365862
step 3420  lr=0.0149449360522548  loss=2.35639423792925
step 3421  lr=0.0149421776078871  loss=2.07497476619035
step 3422  lr=0.0149394186658423  loss=2.96868235240656
step 3423  lr=0.0149366592263982  loss=2.55626083156791
step 3424  lr=0.0149338992898326  loss=2.919844540342
step 3425  lr=0.0149311388564235  loss=3.11825705218415
step 3426  lr=0.0149283779264489  loss=2.03073075414934
step 3427  lr=0.0149256165001867  loss=3.25214021077546
step 3428  lr=0.0149228545779151  loss=2.19704381713788
step 3429  lr=0.0149200921599121  loss=2.62354288544992
step 3430  lr=0.014917329246456  loss=1.91072216305765
step 3431  lr=0.014914565837825  loss=3.08256120141068
step 3432  lr=0.0149118019342974  loss=3.22893256629344
step 3433  lr=0.0149090375361514  loss=1.99577139170398
step 3434  lr=0.0149062726436655  loss=3.01229162717209
step 3435  lr=0.0149035072571181  loss=2.18937187227753
step 3436  lr=0.0149007413767876  loss=2.8305682167619
step 3437  lr=0.0148979750029526  loss=2.93351445522549
step 3438  lr=0.0148952081358916  loss=1.98817766733641
step 3439  lr=0.0148924407758833  loss=2.78010847875755
step 3440  lr=0.0148896729232064  loss=2.99293899970862
step 3441  lr=0.0148869045781395  loss=1.54808085324977
step 3442  lr=0.0148841357409615  loss=3.00344879904748
step 3443  lr=0.0148813664119511  loss=2.96659696768917
step 3444  lr=0.0148785965913873  loss=1.89298913316103
step 3445  lr=0.014875826279549  loss=3.06844698664327
step 3446  lr=0.014873055476715  loss=2.13023480770329
step 3447  lr=0.0148702841831645  loss=2.62191418175549
step 3448  lr=0.0148675123991766  loss=1.99177186165254
step 3449  lr=0.0148647401250302  loss=2.55077788277515
step 3450  lr=0.0148619673610047  loss=2.09690953678744
step 3451  lr=0.0148591941073792  loss=2.93365470003895
step 3452  lr=0.0148564203644329  loss=1.97076787214573
step 3453  lr=0.0148536461324453  loss=2.82007762954712
step 3454  lr=0.0148508714116956  loss=2.78571040617839
step 3455  lr=0.0148480962024634  loss=2.04871457078802
step 3456  lr=0.0148453205050279  loss=1.9594528857536
step 3457  lr=0.0148425443196689  loss=1.92412098483149
step 3458  lr=0.0148397676466657  loss=2.8594392522133
step 3459  lr=0.0148369904862981  loss=2.90357055649442
step 3460  lr=0.0148342128388456  loss=1.95601059782447
step 3461  lr=0.0148314347045881  loss=3.05732991586114
step 3462  lr=0.0148286560838052  loss=3.08784740273236
step 3463  lr=0.0148258769767768  loss=2.92161038523856
step 3464  lr=0.0148230973837827  loss=2.88060177934313
step 3465  lr=0.0148203173051028  loss=2.98546957177601
step 3466  lr=0.0148175367410172  loss=2.58113055859032
step 3467  lr=0.0148147556918056  loss=3.02974972852692
step 3468  lr=0.0148119741577484  loss=2.66844768341549
step 3469  lr=0.0148091921391254  loss=1.61299116074113
step 3470  lr=0.014806409636217  loss=2.96960876866283
step 3471  lr=0.0148036266493032  loss=1.86506170420389
step 3472  lr=0.0148008431786643  loss=3.32695871779183
step 3473  lr=0.0147980592245807  loss=2.04552397577125
step 3474  lr=0.0147952747873327  loss=2.93142218023416
step 3475  lr=0.0147924898672006  loss=1.93713644062248
step 3476  lr=0.0147897044644649  loss=2.0652082379748
step 3477  lr=0.0147869185794061  loss=2.10422393907036
step 3478  lr=0.0147841322123047  loss=2.07107491308212
step 3479  lr=0.0147813453634413  loss=1.98113979389653
step 3480  lr=0.0147785580330966  loss=2.24932016102575
step 3481  lr=0.0147757702215513  loss=1.88969135568113
step 3482  lr=0.014772981929086  loss=1.88977548315088
step 3483  lr=0.0147701931559815  loss=1.93133001645105
step 3484  lr=0.0147674039025188  loss=1.95909933171701
step 3485  lr=0.0147646141689785  loss=2.11266012000759
step 3486  lr=0.0147618239556418  loss=1.89147370851374
step 3487  lr=0.0147590332627895  loss=2.73721680582755
step 3488  lr=0.0147562420907028  loss=2.93217652666463
step 3489  lr=0.0147534504396625  loss=1.93325529055958
step 3490  lr=0.01475065830995  loss=1.99875380096469
step 3491  lr=0.0147478657018462  loss=2.72417401012726
step 3492  lr=0.0147450726156325  loss=2.93675902515399
step 3493  lr=0.0147422790515902  loss=2.10982174027218
step 3494  lr=0.0147394850100005  loss=2.94699024215957
step 3495  lr=0.0147366904911447  loss=2.74360847222756
step 3496  lr=0.0147338954953044  loss=2.96459167995258
step 3497  lr=0.0147311000227609  loss=2.73268735194168
step 3498  lr=0.0147283040737958  loss=2.98515099761234
step 3499  lr=0.0147255076486905  loss=2.50917602385332
step 3500  lr=0.0147227107477268  loss=3.0060208768021
step 3501  lr=0.0147199133711863  loss=3.52999206277904
step 3502  lr=0.0147171155193506  loss=2.8219575637672
step 3503  lr=0.0147143171925015  loss=2.86681949556747
step 3504  lr=0.0147115183909207  loss=2.88855724797603
step 3505  lr=0.0147087191148903  loss=2.36223272270447
step 3506  lr=0.0147059193646919  loss=3.08965979910818
step 3507  lr=0.0147031191406075  loss=2.29404076211198
step 3508  lr=0.0147003184429192  loss=2.26507931105535
step 3509  lr=0.014697517271909  loss=2.16541613594664
step 3510  lr=0.0146947156278589  loss=3.0203921980587
step 3511  lr=0.0146919135110511  loss=2.12021946978337
step 3512  lr=0.0146891109217677  loss=3.21021968880517
step 3513  lr=0.0146863078602909  loss=1.98911064812383
step 3514  lr=0.0146835043269031  loss=2.99786477546287
step 3515  lr=0.0146807003218866  loss=1.96793305777855
step 3516  lr=0.0146778958455236  loss=2.70480663781076
step 3517  lr=0.0146750908980967  loss=2.59238981414748
step 3518  lr=0.0146722854798882  loss=2.0490093506647
step 3519  lr=0.0146694795911807  loss=2.87172639126493
step 3520  lr=0.0146666732322567  loss=3.25893015680533
step 3521  lr=0.0146638664033989  loss=1.99908735958739
step 3522  lr=0.0146610591048899  loss=1.88277189722617
step 3523  lr=0.0146582513370123  loss=2.08621701796698
step 3524  lr=0.014655443100049  loss=2.02537301456287
step 3525  lr=0.0146526343942826  loss=2.94731913989927
step 3526  lr=0.0146498252199961  loss=3.21566301609534
step 3527  lr=0.0146470155774723  loss=1.94503219266456
step 3528  lr=0.0146442054669942  loss=2.75253504562194
step 3529  lr=0.0146413948888447  loss=2.99454756538489
step 3530  lr=0.0146385838433069  loss=3.00039411224027
step 3531  lr=0.0146357723306638  loss=2.08642466242894
step 3532  lr=0.0146329603511986  loss=2.01451011394101
step 3533  lr=0.0146301479051944  loss=2.05878681018347
step 3534  lr=0.0146273349929344  loss=1.83667479461749
step 3535  lr=0.0146245216147019  loss=2.82209720913914
step 3536  lr=0.0146217077707803  loss=1.99592887916755
step 3537  lr=0.0146188934614527  loss=3.21511588770915
step 3538  lr=0.0146160786870028  loss=2.96761460863885
step 3539  lr=0.0146132634477138  loss=2.71616341302059
step 3540  lr=0.0146104477438693  loss=1.89314746012468
step 3541  lr=0.0146076315757529  loss=2.94932182098308
step 3542  lr=0.0146048149436481  loss=3.27927710407302
step 3543  lr=0.0146019978478385  loss=3.32787062173805
step 3544  lr=0.0145991802886079  loss=2.26296082493304
step 3545  lr=0.01459636226624  loss=2.99546505274658
step 3546  lr=0.0145935437810185  loss=1.8820537704945
step 3547  lr=0.0145907248332273  loss=1.8071100180554
step 3548  lr=0.0145879054231502  loss=2.23606095487788
step 3549  lr=0.0145850855510711  loss=2.07971226925071
step 3550  lr=0.0145822652172741  loss=2.73343431053717
step 3551  lr=0.0145794444220431  loss=1.83358768299732
step 3552  lr=0.0145766231656622  loss=3.00713047966029
step 3553  lr=0.0145738014484154  loss=1.82234948204352
step 3554  lr=0.0145709792705869  loss=2.18606581623436
step 3555  lr=0.014568156632461  loss=3.06582901003221
step 3556  lr=0.0145653335343218  loss=2.99143173734046
step 3557  lr=0.0145625099764537  loss=2.01345016086996
step 3558  lr=0.0145596859591409  loss=1.9443585994707
step 3559  lr=0.0145568614826679  loss=1.78178692503787
step 3560  lr=0.014554036547319  loss=2.79668436824708
step 3561  lr=0.0145512111533788  loss=3.00610728846413
step 3562  lr=0.0145483853011318  loss=2.40122249324207
step 3563  lr=0.0145455589908625  loss=1.88477629468274
step 3564  lr=0.0145427322228555  loss=3.03768248874381
step 3565  lr=0.0145399049973955  loss=2.79127278234424
step 3566  lr=0.0145370773147672  loss=2.81093023191805
step 3567  lr=0.0145342491752553  loss=2.16428284375208
step 3568  lr=0.0145314205791447  loss=2.43390566610039
step 3569  lr=0.0145285915267201  loss=3.01425473049227
step 3570  lr=0.0145257620182665  loss=1.98086823311572
step 3571  lr=0.0145229320540688  loss=2.89346574366767
step 3572  lr=0.0145201016344119  loss=2.03307001861242
step 3573  lr=0.0145172707595809  loss=2.71704825161299
step 3574  lr=0.0145144394298609  loss=2.8998487774751
step 3575  lr=0.014511607645537  loss=1.97024482527428
step 3576  lr=0.0145087754068943  loss=2.98295009733678
step 3577  lr=0.0145059427142181  loss=3.13558271687478
step 3578  lr=0.0145031095677935  loss=2.574227652756
step 3579  lr=0.0145002759679059  loss=1.99787033004199
step 3580  lr=0.0144974419148407  loss=2.93256886991752
step 3581  lr=0.0144946074088831  loss=3.21909073940268
step 3582  lr=0.0144917724503188  loss=1.87289473094148
step 3583  lr=0.014488937039433  loss=2.90046222713118
step 3584  lr=0.0144861011765115  loss=2.94584203508436
step 3585  lr=0.0144832648618396  loss=2.62524949106707
step 3586  lr=0.0144804280957032  loss=2.13531921803054
step 3587  lr=0.0144775908783877  loss=2.04875594826081
step 3588  lr=0.014474753210179  loss=1.83889285690605
