=== lm_v3_chunked (2-block, chunked sampling from full optim.rail) ===
corpus chars=10901  vocab size=94
corpus encoded to arr (10901 ids)
seq_len=512  max offset=10388
[tgl_init] dylib=$HOME/projects/rail/tools/metal/libtensor_gpu.dylib src_path=$HOME/projects/rail/tools/metal/tensor_gpu.metal
[tgl_init] OK — 38 functions
initial loss (on one sampled chunk)=8.62960223571262  uniform=4.54329478227
training 10000 steps...
step 4028  lr=0.0131865853543805  loss=1.75880121145619
step 4029  lr=0.0131835772948912  loss=2.95136097332948
step 4030  lr=0.0131805689148158  loss=1.91921440932482
step 4031  lr=0.0131775602144571  loss=2.75218231344905
step 4032  lr=0.0131745511941182  loss=2.63178966051014
step 4033  lr=0.0131715418541022  loss=3.04371755045033
step 4034  lr=0.0131685321947119  loss=2.60208957026795
step 4035  lr=0.0131655222162505  loss=2.80623109792984
step 4036  lr=0.0131625119190212  loss=2.35206825409987
step 4037  lr=0.013159501303327  loss=2.71067643543485
step 4038  lr=0.013156490369471  loss=2.22800619144199
step 4039  lr=0.0131534791177566  loss=3.00585822846621
step 4040  lr=0.0131504675484869  loss=2.52199735891239
step 4041  lr=0.0131474556619653  loss=2.971006787017
step 4042  lr=0.0131444434584949  loss=3.14742718881701
step 4043  lr=0.0131414309383791  loss=2.19299000380185
step 4044  lr=0.0131384181019214  loss=1.74568095742344
step 4045  lr=0.013135404949425  loss=1.47770318002714
step 4046  lr=0.0131323914811935  loss=1.85824021770606
step 4047  lr=0.0131293776975301  loss=2.80459153391891
step 4048  lr=0.0131263635987386  loss=1.97793779303147
step 4049  lr=0.0131233491851223  loss=2.94296481379596
step 4050  lr=0.0131203344569849  loss=1.84108785665417
step 4051  lr=0.0131173194146298  loss=2.82184306906623
step 4052  lr=0.0131143040583608  loss=1.9264444086196
step 4053  lr=0.0131112883884814  loss=1.91878506090939
step 4054  lr=0.0131082724052954  loss=2.0996339542753
step 4055  lr=0.0131052561091064  loss=3.18019730323349
step 4056  lr=0.0131022395002183  loss=2.92081853543422
step 4057  lr=0.0130992225789347  loss=2.02791669193259
step 4058  lr=0.0130962053455594  loss=2.98809466405848
step 4059  lr=0.0130931878003964  loss=2.12344381176399
step 4060  lr=0.0130901699437495  loss=2.31300381727258
step 4061  lr=0.0130871517759225  loss=2.10346557235027
step 4062  lr=0.0130841332972194  loss=2.11430539209734
step 4063  lr=0.0130811145079442  loss=1.81520184479153
step 4064  lr=0.0130780954084008  loss=2.19989135592348
step 4065  lr=0.0130750759988933  loss=1.94321287733541
step 4066  lr=0.0130720562797258  loss=3.03634072508796
step 4067  lr=0.0130690362512022  loss=2.04989722138328
step 4068  lr=0.0130660159136268  loss=3.06035719200799
step 4069  lr=0.0130629952673037  loss=2.17629560719349
step 4070  lr=0.0130599743125371  loss=2.81190768698451
step 4071  lr=0.0130569530496311  loss=2.00865838119323
step 4072  lr=0.01305393147889  loss=3.01464935621922
step 4073  lr=0.0130509096006181  loss=2.79648388364112
step 4074  lr=0.0130478874151197  loss=2.77478614433455
step 4075  lr=0.0130448649226991  loss=1.85726138511087
step 4076  lr=0.0130418421236607  loss=2.62996349676389
step 4077  lr=0.0130388190183088  loss=2.77094200381676
step 4078  lr=0.013035795606948  loss=1.89613511818691
step 4079  lr=0.0130327718898827  loss=2.74209971905654
step 4080  lr=0.0130297478674173  loss=1.90000820133438
step 4081  lr=0.0130267235398563  loss=2.41326115006925
step 4082  lr=0.0130236989075044  loss=2.74637850690302
step 4083  lr=0.0130206739706661  loss=2.60712218548954
step 4084  lr=0.0130176487296461  loss=1.93006683810811
step 4085  lr=0.0130146231847488  loss=2.5084125253785
step 4086  lr=0.0130115973362791  loss=2.79158821767862
step 4087  lr=0.0130085711845417  loss=1.83999379987909
step 4088  lr=0.0130055447298411  loss=2.50202514533959
step 4089  lr=0.0130025179724824  loss=3.03231748791048
step 4090  lr=0.0129994909127701  loss=2.73661216979595
step 4091  lr=0.0129964635510092  loss=2.19236976774356
step 4092  lr=0.0129934358875045  loss=1.82804739310411
step 4093  lr=0.0129904079225609  loss=2.99801725943294
step 4094  lr=0.0129873796564832  loss=2.04571717148192
step 4095  lr=0.0129843510895766  loss=2.67505563728098
step 4096  lr=0.0129813222221458  loss=1.70198422304599
step 4097  lr=0.012978293054496  loss=2.47385289662525
step 4098  lr=0.0129752635869322  loss=2.36958475009027
step 4099  lr=0.0129722338197594  loss=2.76745969815735
step 4100  lr=0.0129692037532828  loss=1.9500832092942
step 4101  lr=0.0129661733878074  loss=2.53462726563554
step 4102  lr=0.0129631427236384  loss=1.87899949741387
step 4103  lr=0.012960111761081  loss=2.32117830330675
step 4104  lr=0.0129570805004405  loss=1.84788570866601
step 4105  lr=0.012954048942022  loss=2.79282371330683
step 4106  lr=0.0129510170861309  loss=3.08122800412701
step 4107  lr=0.0129479849330724  loss=2.51932633409941
step 4108  lr=0.012944952483152  loss=1.89335652636486
step 4109  lr=0.0129419197366749  loss=1.88395314748174
step 4110  lr=0.0129388866939466  loss=1.93341729303183
step 4111  lr=0.0129358533552724  loss=2.08434719965796
step 4112  lr=0.0129328197209579  loss=1.96077886787724
step 4113  lr=0.0129297857913086  loss=1.95845067758683
step 4114  lr=0.0129267515666299  loss=2.76102284583829
step 4115  lr=0.0129237170472274  loss=1.92361317373571
step 4116  lr=0.0129206822334066  loss=1.83075929987816
step 4117  lr=0.0129176471254733  loss=3.10340137056176
step 4118  lr=0.0129146117237329  loss=2.01249612279323
step 4119  lr=0.0129115760284913  loss=2.76046270889434
step 4120  lr=0.012908540040054  loss=2.72276836983108
step 4121  lr=0.0129055037587268  loss=2.46534857056327
step 4122  lr=0.0129024671848155  loss=2.87260087707147
step 4123  lr=0.0128994303186258  loss=1.98519562243553
step 4124  lr=0.0128963931604635  loss=2.75197243935264
step 4125  lr=0.0128933557106345  loss=1.86028383721471
step 4126  lr=0.0128903179694447  loss=1.88978540953553
step 4127  lr=0.0128872799372  loss=1.68054920686883
step 4128  lr=0.0128842416142062  loss=2.96491065447488
step 4129  lr=0.0128812030007694  loss=2.6490310500454
step 4130  lr=0.0128781640971955  loss=2.89391858439608
step 4131  lr=0.0128751249037906  loss=1.90789649830046
step 4132  lr=0.0128720854208607  loss=2.94632517762057
step 4133  lr=0.0128690456487118  loss=2.69986247076675
step 4134  lr=0.0128660055876502  loss=1.9370848501002
step 4135  lr=0.0128629652379818  loss=2.21345211840816
step 4136  lr=0.0128599246000129  loss=1.9359455441406
step 4137  lr=0.0128568836740497  loss=1.35492140641839
step 4138  lr=0.0128538424603984  loss=2.17017682602473
step 4139  lr=0.0128508009593653  loss=2.89400937884624
step 4140  lr=0.0128477591712565  loss=2.57086176015191
step 4141  lr=0.0128447170963785  loss=2.73178927242562
step 4142  lr=0.0128416747350376  loss=2.7701878904219
step 4143  lr=0.01283863208754  loss=1.82814704149547
step 4144  lr=0.0128355891541924  loss=2.80781580317233
step 4145  lr=0.0128325459353009  loss=2.90676942982534
step 4146  lr=0.0128295024311722  loss=2.52756062656413
step 4147  lr=0.0128264586421126  loss=3.0375521508989
step 4148  lr=0.0128234145684288  loss=1.85381744634234
step 4149  lr=0.0128203702104271  loss=2.76960433330594
step 4150  lr=0.0128173255684143  loss=1.90846507908378
step 4151  lr=0.0128142806426969  loss=1.34593143906391
step 4152  lr=0.0128112354335814  loss=2.184341751021
step 4153  lr=0.0128081899413747  loss=2.77508423643935
step 4154  lr=0.0128051441663833  loss=1.97617965994048
step 4155  lr=0.0128020981089139  loss=2.55049492347573
step 4156  lr=0.0127990517692734  loss=2.75883226615494
step 4157  lr=0.0127960051477684  loss=3.02411563891463
step 4158  lr=0.0127929582447057  loss=1.94714868828492
step 4159  lr=0.0127899110603923  loss=2.67363591560856
step 4160  lr=0.0127868635951349  loss=2.85193750176815
step 4161  lr=0.0127838158492404  loss=2.93994135871448
step 4162  lr=0.0127807678230157  loss=2.64747402573177
step 4163  lr=0.0127777195167678  loss=2.82959030151378
step 4164  lr=0.0127746709308036  loss=2.06470158016242
step 4165  lr=0.0127716220654301  loss=1.92183431619128
step 4166  lr=0.0127685729209543  loss=2.20530648895823
step 4167  lr=0.0127655234976833  loss=2.70164920496022
step 4168  lr=0.0127624737959242  loss=1.8958225156867
step 4169  lr=0.0127594238159841  loss=1.80751010336031
step 4170  lr=0.01275637355817  loss=1.97312979598613
step 4171  lr=0.0127533230227892  loss=1.88928583049098
step 4172  lr=0.0127502722101488  loss=1.92076859409381
step 4173  lr=0.0127472211205562  loss=2.16770983976173
step 4174  lr=0.0127441697543184  loss=1.88337556001635
step 4175  lr=0.0127411181117428  loss=2.12281750500187
step 4176  lr=0.0127380661931367  loss=2.7731164751857
step 4177  lr=0.0127350139988073  loss=1.85100223647156
step 4178  lr=0.0127319615290622  loss=2.8136892917433
step 4179  lr=0.0127289087842086  loss=1.65489980866537
step 4180  lr=0.012725855764554  loss=1.88356515909117
step 4181  lr=0.0127228024704057  loss=1.81802580444539
step 4182  lr=0.0127197489020714  loss=2.81290411636073
step 4183  lr=0.0127166950598584  loss=2.4776224647757
step 4184  lr=0.0127136409440742  loss=1.85371646800718
step 4185  lr=0.0127105865550265  loss=2.82834473060266
step 4186  lr=0.0127075318930229  loss=1.70663899228525
step 4187  lr=0.0127044769583708  loss=2.7053198173781
step 4188  lr=0.0127014217513779  loss=1.90489614359046
step 4189  lr=0.012698366272352  loss=1.83345464423638
step 4190  lr=0.0126953105216007  loss=1.83458000323206
step 4191  lr=0.0126922544994316  loss=1.84782163087821
step 4192  lr=0.0126891982061527  loss=2.75727146940583
step 4193  lr=0.0126861416420715  loss=1.97882719627047
step 4194  lr=0.0126830848074959  loss=1.46681626910265
step 4195  lr=0.0126800277027338  loss=3.0302184999473
step 4196  lr=0.0126769703280929  loss=2.88473783284311
step 4197  lr=0.0126739126838813  loss=1.89843528100519
step 4198  lr=0.0126708547704066  loss=1.3159932843846
step 4199  lr=0.012667796587977  loss=1.8734085604889
step 4200  lr=0.0126647381369003  loss=1.87417487035295
step 4201  lr=0.0126616794174846  loss=1.80616377072195
step 4202  lr=0.0126586204300379  loss=2.82922204449762
step 4203  lr=0.0126555611748681  loss=1.84574562375367
step 4204  lr=0.0126525016522834  loss=2.18661559049447
step 4205  lr=0.0126494418625918  loss=2.70836695826045
step 4206  lr=0.0126463818061016  loss=1.92782767692841
step 4207  lr=0.0126433214831207  loss=2.92067379142704
step 4208  lr=0.0126402608939574  loss=3.10095313141154
step 4209  lr=0.01263720003892  loss=2.93474332135826
step 4210  lr=0.0126341389183166  loss=2.46461923253635
step 4211  lr=0.0126310775324554  loss=1.84022952721929
step 4212  lr=0.0126280158816449  loss=3.06802877786277
step 4213  lr=0.0126249539661931  loss=1.90272860532579
step 4214  lr=0.0126218917864086  loss=2.74216709318922
step 4215  lr=0.0126188293425997  loss=2.8005462454852
step 4216  lr=0.0126157666350748  loss=1.92688526982642
step 4217  lr=0.0126127036641421  loss=1.32428076829832
step 4218  lr=0.0126096404301104  loss=2.90519879606759
step 4219  lr=0.0126065769332879  loss=2.9214112971517
step 4220  lr=0.0126035131739831  loss=2.74189757588689
step 4221  lr=0.0126004491525047  loss=2.71744005311479
step 4222  lr=0.0125973848691611  loss=2.87146363243749
step 4223  lr=0.0125943203242609  loss=2.70464462139452
step 4224  lr=0.0125912555181127  loss=2.91486642956904
step 4225  lr=0.0125881904510252  loss=1.80829680216807
step 4226  lr=0.012585125123307  loss=2.57880068514951
step 4227  lr=0.0125820595352667  loss=1.98528438455485
step 4228  lr=0.0125789936872131  loss=2.86213700682003
step 4229  lr=0.0125759275794549  loss=2.17748338711526
step 4230  lr=0.0125728612123009  loss=2.61506176827035
step 4231  lr=0.0125697945860598  loss=1.85663711725284
step 4232  lr=0.0125667277010405  loss=2.82486930574424
step 4233  lr=0.0125636605575518  loss=1.91140496810592
step 4234  lr=0.0125605931559025  loss=2.07787526959737
step 4235  lr=0.0125575254964016  loss=1.89087249741664
step 4236  lr=0.0125544575793579  loss=2.00469729571872
step 4237  lr=0.0125513894050804  loss=1.84987814638478
step 4238  lr=0.0125483209738781  loss=2.75469930931278
step 4239  lr=0.0125452522860599  loss=2.7864586070648
step 4240  lr=0.0125421833419349  loss=2.90412220944649
step 4241  lr=0.0125391141418121  loss=1.84532145391901
step 4242  lr=0.0125360446860005  loss=1.88994196975822
step 4243  lr=0.0125329749748093  loss=2.86953191899532
step 4244  lr=0.0125299050085477  loss=2.83234166632185
step 4245  lr=0.0125268347875246  loss=2.02115181011247
step 4246  lr=0.0125237643120494  loss=1.9465584599226
step 4247  lr=0.0125206935824311  loss=2.46473508372575
step 4248  lr=0.0125176225989791  loss=2.98684037033359
step 4249  lr=0.0125145513620026  loss=3.20897319625647
step 4250  lr=0.0125114798718108  loss=2.09329636924468
step 4251  lr=0.012508408128713  loss=1.87480633174961
step 4252  lr=0.0125053361330187  loss=1.80336614878993
step 4253  lr=0.012502263885037  loss=1.79758896616903
step 4254  lr=0.0124991913850775  loss=2.56647563781503
step 4255  lr=0.0124961186334494  loss=2.77471032884893
step 4256  lr=0.0124930456304622  loss=2.83350179443916
step 4257  lr=0.0124899723764255  loss=2.67615361972471
step 4258  lr=0.0124868988716486  loss=2.63138128500353
step 4259  lr=0.012483825116441  loss=2.23109658687962
step 4260  lr=0.0124807511111123  loss=2.95278797955727
step 4261  lr=0.012477676855972  loss=2.81206592171728
step 4262  lr=0.0124746023513298  loss=3.12809382038099
step 4263  lr=0.0124715275974951  loss=2.56136971488937
step 4264  lr=0.0124684525947777  loss=1.90560476506261
step 4265  lr=0.0124653773434872  loss=2.29019525127704
step 4266  lr=0.0124623018439333  loss=2.08655709057776
step 4267  lr=0.0124592260964256  loss=2.91471172964572
step 4268  lr=0.0124561501012739  loss=2.80555440882429
step 4269  lr=0.012453073858788  loss=1.86194345959007
step 4270  lr=0.0124499973692776  loss=2.78694671334179
step 4271  lr=0.0124469206330526  loss=2.20661970789569
step 4272  lr=0.0124438436504227  loss=2.5751410178034
step 4273  lr=0.0124407664216978  loss=2.02893042256285
step 4274  lr=0.0124376889471878  loss=2.99470200246819
step 4275  lr=0.0124346112272026  loss=1.81583474994366
step 4276  lr=0.0124315332620521  loss=2.6224127341934
step 4277  lr=0.0124284550520463  loss=1.87062945599272
step 4278  lr=0.0124253765974951  loss=1.88547831027702
step 4279  lr=0.0124222978987086  loss=2.81789049889804
step 4280  lr=0.0124192189559967  loss=2.06679443154383
step 4281  lr=0.0124161397696695  loss=1.78496270467271
step 4282  lr=0.0124130603400372  loss=2.88181792527637
step 4283  lr=0.0124099806674097  loss=2.19975300553465
step 4284  lr=0.0124069007520972  loss=1.76628793462721
step 4285  lr=0.0124038205944099  loss=2.95541205411709
step 4286  lr=0.012400740194658  loss=2.06112092180803
step 4287  lr=0.0123976595531515  loss=1.94461083901812
step 4288  lr=0.0123945786702008  loss=1.89653481000452
step 4289  lr=0.0123914975461161  loss=2.75718432171026
step 4290  lr=0.0123884161812077  loss=2.50339658994219
step 4291  lr=0.0123853345757858  loss=1.95931278496733
step 4292  lr=0.0123822527301608  loss=1.76935113445755
step 4293  lr=0.012379170644643  loss=2.59124231749422
step 4294  lr=0.0123760883195428  loss=1.78476598861864
step 4295  lr=0.0123730057551706  loss=2.7620537313969
step 4296  lr=0.0123699229518367  loss=2.65212488120818
step 4297  lr=0.0123668399098517  loss=2.90245926104623
step 4298  lr=0.0123637566295259  loss=1.92529903536523
step 4299  lr=0.01236067311117  loss=3.00981665245351
step 4300  lr=0.0123575893550943  loss=2.66458905199011
step 4301  lr=0.0123545053616094  loss=2.57411764460314
step 4302  lr=0.0123514211310259  loss=2.84574912318606
step 4303  lr=0.0123483366636544  loss=1.86451919576576
step 4304  lr=0.0123452519598054  loss=2.81847336698158
step 4305  lr=0.0123421670197896  loss=2.29846087509091
step 4306  lr=0.0123390818439176  loss=2.38621898289205
step 4307  lr=0.0123359964325002  loss=2.68703983879453
step 4308  lr=0.012332910785848  loss=1.89068640402616
step 4309  lr=0.0123298249042718  loss=1.9048667801064
step 4310  lr=0.0123267387880822  loss=2.52750503884188
step 4311  lr=0.0123236524375901  loss=1.92120248143821
step 4312  lr=0.0123205658531063  loss=3.24678537415717
step 4313  lr=0.0123174790349416  loss=1.75364174902352
step 4314  lr=0.0123143919834068  loss=2.74482306585781
step 4315  lr=0.0123113046988127  loss=2.39303387970095
step 4316  lr=0.0123082171814704  loss=1.96271996817555
step 4317  lr=0.0123051294316906  loss=1.76016716080406
step 4318  lr=0.0123020414497844  loss=2.49393642299344
step 4319  lr=0.0122989532360627  loss=2.19259137539522
step 4320  lr=0.0122958647908364  loss=1.9116184044857
step 4321  lr=0.0122927761144166  loss=1.67980680441236
step 4322  lr=0.0122896872071144  loss=2.92163409639253
step 4323  lr=0.0122865980692406  loss=2.69728071966692
step 4324  lr=0.0122835087011066  loss=2.55331284058239
step 4325  lr=0.0122804191030232  loss=2.60128631585898
step 4326  lr=0.0122773292753017  loss=2.84855529425472
step 4327  lr=0.0122742392182533  loss=2.03097508130547
step 4328  lr=0.0122711489321889  loss=2.72464629882941
step 4329  lr=0.01226805841742  loss=3.14940898037535
step 4330  lr=0.0122649676742576  loss=2.56220638270022
step 4331  lr=0.0122618767030131  loss=1.95733927730632
step 4332  lr=0.0122587855039976  loss=1.86725978447182
step 4333  lr=0.0122556940775225  loss=2.77375527812013
step 4334  lr=0.0122526024238991  loss=2.75787412881902
step 4335  lr=0.0122495105434387  loss=2.17877930596937
step 4336  lr=0.0122464184364526  loss=3.06604537024562
step 4337  lr=0.0122433261032522  loss=2.88712616078749
step 4338  lr=0.012240233544149  loss=2.7309628771587
step 4339  lr=0.0122371407594543  loss=3.09574808036462
step 4340  lr=0.0122340477494795  loss=1.93159030798203
step 4341  lr=0.0122309545145363  loss=2.74848532412274
step 4342  lr=0.012227861054936  loss=2.69673999428263
step 4343  lr=0.0122247673709901  loss=1.98524307301637
step 4344  lr=0.0122216734630102  loss=2.25209609708593
step 4345  lr=0.0122185793313079  loss=1.89039078729513
step 4346  lr=0.0122154849761947  loss=2.53423389803429
step 4347  lr=0.0122123903979822  loss=2.75655947928048
step 4348  lr=0.012209295596982  loss=1.84818663640218
step 4349  lr=0.0122062005735059  loss=2.66794185715106
step 4350  lr=0.0122031053278654  loss=2.71781079321329
step 4351  lr=0.0122000098603723  loss=1.87100051548008
step 4352  lr=0.0121969141713382  loss=3.02724465767845
step 4353  lr=0.0121938182610749  loss=2.51702403146097
step 4354  lr=0.0121907221298942  loss=1.86678566277943
step 4355  lr=0.0121876257781079  loss=3.03819504194204
step 4356  lr=0.0121845292060277  loss=2.76889513231751
step 4357  lr=0.0121814324139654  loss=3.19308068946972
step 4358  lr=0.012178335402233  loss=2.77639963339782
step 4359  lr=0.0121752381711422  loss=1.73164848977853
step 4360  lr=0.0121721407210051  loss=2.81771431256617
step 4361  lr=0.0121690430521334  loss=2.62704988326541
step 4362  lr=0.0121659451648391  loss=2.59926121467807
step 4363  lr=0.0121628470594343  loss=2.21307084252228
step 4364  lr=0.0121597487362307  loss=1.68050492815913
step 4365  lr=0.0121566501955406  loss=2.73199200550972
step 4366  lr=0.0121535514376758  loss=2.51800799996375
step 4367  lr=0.0121504524629485  loss=1.75853558368549
step 4368  lr=0.0121473532716706  loss=2.0447480757028
step 4369  lr=0.0121442538641544  loss=2.17104137143243
step 4370  lr=0.0121411542407118  loss=2.26115050212236
step 4371  lr=0.0121380544016551  loss=3.00561831302566
step 4372  lr=0.0121349543472963  loss=2.57287623784485
step 4373  lr=0.0121318540779477  loss=1.88400908194288
step 4374  lr=0.0121287535939214  loss=1.75362388773348
step 4375  lr=0.0121256528955298  loss=1.88429065208492
step 4376  lr=0.0121225519830849  loss=2.50542737056679
step 4377  lr=0.0121194508568991  loss=2.74192812004443
step 4378  lr=0.0121163495172847  loss=1.81469393126656
step 4379  lr=0.0121132479645539  loss=2.7609290549618
step 4380  lr=0.0121101461990191  loss=1.90771553234659
step 4381  lr=0.0121070442209926  loss=3.12408795204399
step 4382  lr=0.0121039420307869  loss=1.86834742455885
step 4383  lr=0.0121008396287142  loss=1.85791803845687
step 4384  lr=0.0120977370150871  loss=2.08672489539827
step 4385  lr=0.0120946341902179  loss=3.02977641640623
step 4386  lr=0.0120915311544191  loss=2.68050554758394
step 4387  lr=0.0120884279080031  loss=2.80425476497544
step 4388  lr=0.0120853244512826  loss=3.04844744538722
step 4389  lr=0.0120822207845699  loss=1.89259143635014
step 4390  lr=0.0120791169081776  loss=2.97248756852162
step 4391  lr=0.0120760128224183  loss=2.72038676965225
step 4392  lr=0.0120729085276046  loss=2.08742202340507
step 4393  lr=0.012069804024049  loss=2.49816549768414
step 4394  lr=0.0120666993120643  loss=2.72880182642167
step 4395  lr=0.012063594391963  loss=2.82219260865226
step 4396  lr=0.0120604892640577  loss=2.23894120559519
step 4397  lr=0.0120573839286613  loss=1.81665152860962
step 4398  lr=0.0120542783860864  loss=2.54142279577325
step 4399  lr=0.0120511726366457  loss=2.0404780532919
step 4400  lr=0.0120480666806519  loss=1.78021965972128
step 4401  lr=0.0120449605184179  loss=1.9278167534421
step 4402  lr=0.0120418541502564  loss=2.67069624137083
step 4403  lr=0.0120387475764803  loss=2.94578600066429
step 4404  lr=0.0120356407974023  loss=2.7534594061909
step 4405  lr=0.0120325338133354  loss=2.3438018278172
step 4406  lr=0.0120294266245924  loss=2.70448733352506
step 4407  lr=0.0120263192314862  loss=1.96930894617718
step 4408  lr=0.0120232116343296  loss=1.81821456261056
step 4409  lr=0.0120201038334358  loss=1.9097023276677
step 4410  lr=0.0120169958291175  loss=2.42016405958027
step 4411  lr=0.0120138876216878  loss=2.09482534604862
step 4412  lr=0.0120107792114596  loss=2.66409816134698
step 4413  lr=0.0120076705987461  loss=2.19537214479417
step 4414  lr=0.0120045617838602  loss=1.85960186207416
step 4415  lr=0.012001452767115  loss=2.84792923120173
step 4416  lr=0.0119983435488235  loss=1.97591291593263
step 4417  lr=0.0119952341292989  loss=1.76810646237693
step 4418  lr=0.0119921245088542  loss=2.72659224426837
step 4419  lr=0.0119890146878027  loss=1.77620593568842
step 4420  lr=0.0119859046664575  loss=1.96323084738689
step 4421  lr=0.0119827944451317  loss=2.06218770200319
step 4422  lr=0.0119796840241385  loss=1.86530418414032
step 4423  lr=0.0119765734037913  loss=1.93109943151358
step 4424  lr=0.0119734625844031  loss=2.7445288941778
step 4425  lr=0.0119703515662873  loss=2.67077170470078
step 4426  lr=0.0119672403497572  loss=3.01641023004139
step 4427  lr=0.011964128935126  loss=1.91101073410593
step 4428  lr=0.0119610173227071  loss=2.86646880969566
step 4429  lr=0.0119579055128138  loss=1.3465159484393
step 4430  lr=0.0119547935057595  loss=2.70986747148221
step 4431  lr=0.0119516813018575  loss=2.12881337996078
step 4432  lr=0.0119485689014213  loss=2.19308072089565
step 4433  lr=0.0119454563047642  loss=1.97103933017722
step 4434  lr=0.0119423435121997  loss=2.29961075955981
step 4435  lr=0.0119392305240413  loss=1.94228231967524
step 4436  lr=0.0119361173406024  loss=1.88707007104454
step 4437  lr=0.0119330039621966  loss=2.82187325911778
step 4438  lr=0.0119298903891373  loss=2.8218091686557
step 4439  lr=0.0119267766217381  loss=2.1409029595865
step 4440  lr=0.0119236626603126  loss=1.91860853894961
step 4441  lr=0.0119205485051743  loss=1.95776489791121
step 4442  lr=0.0119174341566368  loss=2.59112284176988
step 4443  lr=0.0119143196150137  loss=3.06659261385821
step 4444  lr=0.0119112048806187  loss=3.11480973456101
step 4445  lr=0.0119080899537654  loss=1.75481465150366
step 4446  lr=0.0119049748347676  loss=2.78681913548959
step 4447  lr=0.0119018595239388  loss=1.92606265359177
step 4448  lr=0.0118987440215928  loss=2.58881807094347
step 4449  lr=0.0118956283280433  loss=2.52886622890377
step 4450  lr=0.0118925124436041  loss=2.26553635429455
step 4451  lr=0.011889396368589  loss=1.94459964853972
step 4452  lr=0.0118862801033117  loss=2.79864220769749
step 4453  lr=0.011883163648086  loss=2.67485846977053
step 4454  lr=0.0118800470032258  loss=1.68020936666913
step 4455  lr=0.0118769301690449  loss=2.63007741272185
step 4456  lr=0.0118738131458572  loss=3.08963913892101
step 4457  lr=0.0118706959339766  loss=2.76368784408118
step 4458  lr=0.011867578533717  loss=1.95329016845561
step 4459  lr=0.0118644609453922  loss=2.02316125067667
step 4460  lr=0.0118613431693163  loss=2.78254381512575
step 4461  lr=0.0118582252058032  loss=1.96546383671128
step 4462  lr=0.0118551070551668  loss=2.72469629590623
step 4463  lr=0.0118519887177212  loss=2.01915445498351
step 4464  lr=0.0118488701937804  loss=2.76969398562948
step 4465  lr=0.0118457514836585  loss=2.24162717938098
step 4466  lr=0.0118426325876694  loss=2.82308043586103
step 4467  lr=0.0118395135061272  loss=2.76447744939813
step 4468  lr=0.0118363942393461  loss=2.1555170273636
step 4469  lr=0.0118332747876401  loss=1.85034902656439
step 4470  lr=0.0118301551513234  loss=2.85840911201297
step 4471  lr=0.0118270353307102  loss=1.72926770259881
step 4472  lr=0.0118239153261145  loss=1.75961270130714
step 4473  lr=0.0118207951378506  loss=1.49571377156729
step 4474  lr=0.0118176747662327  loss=2.60017065462996
step 4475  lr=0.011814554211575  loss=1.34476586752578
step 4476  lr=0.0118114334741918  loss=2.09061332331192
step 4477  lr=0.0118083125543972  loss=2.39762919408493
step 4478  lr=0.0118051914525056  loss=2.79443606337337
step 4479  lr=0.0118020701688313  loss=2.0387178843005
step 4480  lr=0.0117989487036885  loss=1.98905750807636
step 4481  lr=0.0117958270573917  loss=2.90372986560652
step 4482  lr=0.0117927052302552  loss=3.02878341427695
step 4483  lr=0.0117895832225932  loss=1.96201017257509
step 4484  lr=0.0117864610347203  loss=1.31514100365138
step 4485  lr=0.0117833386669508  loss=1.31704634113055
step 4486  lr=0.0117802161195992  loss=2.77677182666268
step 4487  lr=0.0117770933929798  loss=2.79268978094082
step 4488  lr=0.0117739704874072  loss=1.81669580922183
step 4489  lr=0.0117708474031958  loss=1.9579477779988
step 4490  lr=0.0117677241406602  loss=2.74608694251591
step 4491  lr=0.0117646007001147  loss=2.74416349823733
step 4492  lr=0.011761477081874  loss=1.88413887619404
step 4493  lr=0.0117583532862526  loss=2.32989517691011
step 4494  lr=0.0117552293135651  loss=2.77891253252771
step 4495  lr=0.0117521051641261  loss=1.89742604970226
step 4496  lr=0.0117489808382501  loss=1.8661384862225
step 4497  lr=0.0117458563362517  loss=2.73003107676317
step 4498  lr=0.0117427316584457  loss=2.81408108966354
step 4499  lr=0.0117396068051467  loss=2.75502260903897
step 4500  lr=0.0117364817766693  loss=2.29733331536763
step 4501  lr=0.0117333565733282  loss=1.88612590450775
step 4502  lr=0.0117302311954382  loss=2.92385911549823
step 4503  lr=0.011727105643314  loss=2.97627691583164
step 4504  lr=0.0117239799172702  loss=1.86161009728666
step 4505  lr=0.0117208540176217  loss=2.91790651770558
step 4506  lr=0.0117177279446833  loss=1.89914863976484
step 4507  lr=0.0117146016987697  loss=2.757995500619
step 4508  lr=0.0117114752801958  loss=2.76672400452544
step 4509  lr=0.0117083486892764  loss=2.73213622844459
step 4510  lr=0.0117052219263262  loss=2.12349862401999
step 4511  lr=0.0117020949916603  loss=3.02918621369868
step 4512  lr=0.0116989678855935  loss=2.74733794702691
step 4513  lr=0.0116958406084406  loss=1.88629342876795
step 4514  lr=0.0116927131605167  loss=1.95390753898713
step 4515  lr=0.0116895855421366  loss=2.73719431531067
step 4516  lr=0.0116864577536152  loss=2.23429737233409
step 4517  lr=0.0116833297952676  loss=1.96619540549822
step 4518  lr=0.0116802016674088  loss=2.91386186360134
step 4519  lr=0.0116770733703537  loss=2.72896491673131
step 4520  lr=0.0116739449044173  loss=1.984286408818
step 4521  lr=0.0116708162699147  loss=1.96169624758169
